ID,item_cnt_month
237,1.3168676
238,1.2107384
239,1.1844572
240,1.2242346
241,1.3380868
242,1.2596178
243,1.222185
244,1.1974932
245,1.1974932
246,1.1920286
247,1.1432768
248,1.1920286
249,1.1595083
250,1.1432768
251,1.2232271
252,1.2110267
253,1.2216443
254,1.1794797
255,1.25943
256,1.1830676
257,1.1958554
258,1.1596057
259,1.1958554
260,1.1460681
261,1.283742
262,1.1869977
263,1.1274363
264,1.1529409
265,1.1087005
266,1.1820976
267,1.1355963
268,1.1001496
269,1.1411672
270,1.1680899
271,1.2086272
272,1.1515753
273,1.1605781
274,1.0642987
275,1.2179557
276,1.1165305
277,1.0854684
278,1.22787
279,1.192974
280,1.192974
281,1.192974
282,1.0705099
283,1.194103
284,1.1551073
285,1.1551073
286,1.156826
287,1.282811
288,1.1606467
289,1.1648365
290,1.1606467
291,1.1648365
292,1.2059565
293,1.1653707
294,1.1672021
295,1.1672021
296,1.1385689
297,1.1648365
298,1.2555215
299,1.2567438
300,1.1963284
301,1.226185
302,1.1977885
303,1.2864398
304,1.5205685
305,1.219184
306,1.1704905
307,1.1830676
308,1.1853474
309,1.2259201
310,1.2703139
311,1.2259201
312,1.1186384
313,1.1841252
314,1.1300616
315,1.035122
316,1.035122
317,1.1284996
318,1.2399976
319,1.2399976
320,1.2230808
321,1.2230808
322,1.2230808
323,1.2230808
324,1.2230808
325,1.2230808
326,1.1846039
327,1.22787
328,1.22787
329,1.22787
330,1.2490051
331,1.2718769
332,1.2506164
333,1.2506164
334,1.235988
335,1.1571735
336,3.2626345
337,3.2626345
338,3.2261617
339,3.2261617
340,1.2425601
341,1.184723
342,1.2130055
343,1.2130055
344,1.2368604
345,1.2368604
346,1.1672144
347,1.3124394
348,1.1549587
349,1.2243146
350,1.1959496
351,1.1416024
352,1.1968312
353,1.2359548
354,1.3070076
355,1.2364398
356,1.1793743
357,1.1385471
358,1.1953828
359,1.1793743
360,1.1793743
361,1.2064908
362,1.1722065
363,1.5088501
364,1.103238
365,1.1921207
366,1.1831424
367,1.1831424
368,1.42591
369,1.1162705
370,1.1162705
371,1.1162705
372,1.1162705
373,1.2607532
374,1.2607532
375,1.2607532
376,1.2607532
377,1.2377039
378,1.2377039
379,1.32993
380,1.4685729
381,1.1921207
382,1.1921207
383,1.2243146
384,1.1831424
385,1.1930221
386,1.1831424
387,1.1892744
388,1.1892744
389,1.1892744
390,1.553659
391,1.1107234
392,1.2768382
393,1.2756748
394,1.5088501
395,1.2449995
396,1.191527
397,1.2170708
398,1.3972126
399,1.4075179
400,1.159879
401,1.159879
402,1.1699334
403,1.2048525
404,1.2982391
405,1.2347121
406,1.2196319
407,1.2653072
408,1.180632
409,1.3567894
410,1.2028092
411,1.2170708
412,1.3407569
413,1.3678302
414,1.3841305
415,1.2039888
416,1.1904266
417,1.3567894
418,1.2123911
419,1.1545023
420,1.1545023
421,1.1545023
422,1.1022451
423,1.1119112
424,1.1022451
425,1.0773762
426,1.1699044
427,1.1479543
428,1.1666598
429,1.1881316
430,1.0956035
431,1.1119112
432,1.1785439
433,1.254999
434,1.295442
435,1.1878349
436,1.1785439
437,1.1022451
438,1.1545023
439,1.1545023
440,1.1765506
441,1.2690787
442,1.2690787
443,1.1369994
444,1.0767611
445,1.1059742
446,1.1059742
447,1.1059742
448,1.1059742
449,1.1059742
450,1.1001463
451,1.1001463
452,1.0709332
453,1.1634613
454,1.2338824
455,1.1001463
456,1.2651943
457,1.2028092
458,1.2475626
459,1.1989377
460,1.2878788
461,1.323561
462,1.323561
463,1.2584969
464,1.3110979
465,1.1854665
466,1.1268741
467,1.1854665
468,1.1775025
469,1.1404078
470,1.0450879
471,1.1731112
472,1.2315452
473,1.2824713
474,1.0764648
475,1.0764648
476,1.0534701
477,1.1988252
478,1.2924701
479,1.1404078
480,1.1449637
481,1.1449637
482,1.1449637
483,1.167914
484,1.167914
485,1.167914
486,1.167914
487,1.1752903
488,1.1752903
489,1.1404096
490,1.1404096
491,1.1754941
492,1.2690465
493,1.2924701
494,1.1809964
495,1.0358845
496,1.0722309
497,1.1860945
498,1.2418914
499,1.3352779
500,1.1769495
501,1.0908432
502,1.2062234
503,1.073602
504,1.2895567
505,1.1822588
506,1.173368
507,1.2141179
508,1.2750536
509,1.1352806
510,1.0879369
511,1.1803143
512,1.2666427
513,1.1318755
514,1.1627235
515,1.1308064
516,1.1318755
517,1.271752
518,1.1051303
519,1.2514025
520,1.2514025
521,1.2392678
522,1.1233224
523,1.7285513
524,1.2023947
525,1.231628
526,1.1832248
527,1.5663236
528,1.1868715
529,1.2324203
530,1.3925328
531,1.3085682
532,1.159879
533,1.159879
534,1.1307807
535,1.159879
536,1.2048525
537,1.159879
538,1.1452601
539,1.2028092
540,1.1912421
541,1.3567894
542,1.2048525
543,1.164052
544,1.1059742
545,1.2580575
546,1.2651943
547,1.2403255
548,1.1881316
549,1.0642643
550,1.2539569
551,1.0956035
552,1.2585527
553,1.0328636
554,1.0328636
555,3.4077685
556,1.2732992
557,1.1337014
558,1.1136953
559,1.1765506
560,1.3291427
561,1.1787262
562,1.180632
563,1.0875655
564,1.0875655
565,1.1545023
566,1.2006166
567,1.314754
568,1.1265808
569,1.0328636
570,1.191527
571,1.2141179
572,3.0271804
573,1.1296067
574,1.1410406
575,1.1410406
576,1.2073307
577,1.1318755
578,1.2312164
579,1.1778452
580,1.4378998
581,1.4378998
582,1.3722833
583,1.3722833
584,0.9490625
585,1.0722309
586,1.1081196
587,1.1880815
588,1.2253463
589,1.2920377
590,1.471892
591,1.500403
592,1.500403
593,1.0358845
594,1.1765925
595,1.1868715
596,1.1868715
597,1.13253
598,1.2242457
599,1.2230631
600,1.0164211
601,1.2011575
602,1.0911831
603,1.1081196
604,1.0046312
605,1.2052214
606,1.2645872
607,1.2645872
608,1.3054317
609,1.355997
610,1.2694676
611,1.2965409
612,1.2862347
613,1.2862347
614,1.0732974
615,1.3054317
616,1.2418914
617,1.1938556
618,1.2062234
619,1.1565608
620,1.2480627
621,1.1769495
622,1.2418914
623,1.2250209
624,1.2217106
625,1.16052
626,1.2217106
627,1.2217106
628,1.2217106
629,1.2217106
630,1.2217106
631,1.3185295
632,2.981655
633,1.4752396
634,1.0900586
635,1.2665094
636,1.2211683
637,1.1459365
638,1.2211683
639,1.2665094
640,1.1607836
641,1.1607836
642,1.1650887
643,1.3708211
644,1.2679785
645,1.2679785
646,1.2679785
647,1.1773183
648,1.1773183
649,1.1734403
650,1.2679785
651,1.1734403
652,1.3070076
653,1.2679785
654,1.2384396
655,1.1734403
656,1.0900586
657,1.0900586
658,1.0900586
659,1.2080888
660,1.2666515
661,1.1852318
662,1.1964375
663,1.2384396
664,1.2291529
665,1.2651082
666,1.185046
667,1.185046
668,1.0764648
669,1.3363068
670,1.0817778
671,1.3144648
672,2.148655
673,1.124398
674,1.1685708
675,1.1485565
676,1.2853184
677,1.1565048
678,1.3667573
679,1.3363068
680,1.3604819
681,1.2691762
682,1.1376766
683,1.2752359
684,1.0764648
685,1.0764648
686,1.1385471
687,1.1710005
688,1.2672656
689,1.2718769
690,1.2129734
691,1.2506164
692,1.2506164
693,1.235988
694,1.2052902
695,1.2074639
696,1.3070076
697,1.3070076
698,1.3070076
699,1.3070076
700,1.3070076
701,1.3070076
702,1.3070076
703,1.3070076
704,1.1968312
705,1.2425601
706,1.1892744
707,1.1509485
708,1.1509485
709,1.1373557
710,1.1107234
711,1.1107234
712,1.1831424
713,1.2026265
714,1.5088501
715,3.2261617
716,3.2261617
717,3.2261617
718,1.2655466
719,1.150586
720,1.150586
721,1.2130055
722,1.2301309
723,1.3124394
724,1.5322423
725,1.2651469
726,1.5088501
727,1.5088501
728,1.3070076
729,1.3070076
730,1.2080207
731,1.267382
732,1.4598372
733,1.2608099
734,1.267382
735,1.2133465
736,1.1965599
737,1.2133465
738,1.2129734
739,1.1795616
740,1.1965599
741,1.2129734
742,1.1965599
743,1.3070076
744,1.3070076
745,1.3070076
746,1.3070076
747,1.3070076
748,1.2111429
749,1.2005806
750,1.1775074
751,1.171039
752,1.2117779
753,1.3538802
754,1.2014854
755,1.1466517
756,1.1691098
757,1.1968526
758,1.1691098
759,1.169483
760,1.1691074
761,1.1616333
762,1.1691074
763,1.2144953
764,1.1847367
765,1.2144953
766,1.1626918
767,1.2115644
768,1.2008647
769,1.1847367
770,1.2008647
771,1.1940085
772,1.3070076
773,1.3070076
774,1.3070076
775,1.3070076
776,1.3070076
777,1.3070076
778,1.3070076
779,1.3070076
780,1.3070076
781,1.3070076
782,1.3070076
783,1.3070076
784,1.3070076
785,1.3070076
786,1.3070076
787,1.3070076
788,1.3070076
789,1.3070076
790,1.3070076
791,1.3070076
792,1.3070076
793,1.3070076
794,1.3070076
795,1.3070076
796,1.3070076
797,1.3070076
798,1.3070076
799,1.3070076
800,1.3070076
801,1.198482
802,1.1192368
803,1.2034976
804,1.2821155
805,1.1422629
806,1.2452282
807,1.1762393
808,1.1449637
809,1.1449637
810,1.1264187
811,1.1404096
812,1.1404096
813,1.2131678
814,1.2230808
815,1.2872236
816,1.1841252
817,1.9048449
818,1.2365386
819,1.2204063
820,1.305755
821,1.2131678
822,1.0097698
823,1.1609031
824,1.1909363
825,1.2370073
826,1.1393956
827,1.2768719
828,1.2362132
829,1.2362132
830,1.0450879
831,1.0450879
832,1.2108643
833,1.4255332
834,1.0764648
835,1.1397035
836,1.8808621
837,1.1762393
838,1.216397
839,1.2399976
840,1.1769294
841,1.2067044
842,1.555541
843,1.156826
844,1.156826
845,1.1606467
846,1.1606467
847,1.1606467
848,1.1653707
849,1.1653707
850,1.1653707
851,1.1672021
852,1.1653707
853,1.1385689
854,1.1385689
855,1.1385689
856,1.0854684
857,1.0854684
858,1.1958554
859,1.1946331
860,1.1892744
861,1.1831424
862,1.094909
863,1.1588145
864,1.2607532
865,1.2607532
866,1.4062098
867,1.2377039
868,1.32993
869,1.2458761
870,1.2490051
871,1.22787
872,1.1587213
873,1.192974
874,1.0705099
875,1.0854684
876,1.2079787
877,1.1311902
878,1.2079787
879,1.2079787
880,1.2063339
881,1.17327
882,1.2079787
883,1.1171662
884,1.2582469
885,1.0854684
886,1.1165305
887,1.1529409
888,1.2013055
889,1.095727
890,1.1820976
891,1.1680899
892,1.1318387
893,1.1618003
894,1.1652038
895,3.298539
896,1.1816627
897,1.1385689
898,0.97161967
899,1.113571
900,1.349501
901,1.2150084
902,1.3360237
903,1.1610848
904,1.1432464
905,1.3099439
906,1.1971618
907,1.2480627
908,1.1449637
909,1.167914
910,1.2131678
911,1.1754941
912,1.1762393
913,1.2370073
914,1.3409019
915,1.1497809
916,1.1404078
917,1.1273116
918,1.1223124
919,1.2319257
920,1.1765506
921,1.1831425
922,1.1001463
923,1.2475626
924,1.191527
925,1.1001463
926,1.1449637
927,1.1516289
928,1.4062098
929,1.4988385
930,1.2377039
931,1.2458761
932,1.2490051
933,1.192974
934,1.22787
935,1.192974
936,1.192974
937,1.1227416
938,1.1653707
939,1.1653707
940,1.1653707
941,1.1431067
942,1.1551073
943,1.2607532
944,1.1554831
945,1.1823325
946,1.3248007
947,1.2067044
948,1.2067044
949,1.156675
950,1.2827525
951,1.1047673
952,1.3825427
953,1.1944082
954,1.2198567
955,1.1516289
956,1.1892107
957,1.1808754
958,2.9199371
959,1.1825489
960,1.1296046
961,1.1605781
962,1.1628697
963,1.2675513
964,1.2535214
965,1.3855226
966,1.4535745
967,1.1854813
968,1.2552332
969,1.2552332
970,1.257029
971,2.7304695
972,1.145928
973,1.1777935
974,1.6383612
975,1.236727
976,1.236727
977,1.2275977
978,1.2416477
979,1.2365884
980,1.3782566
981,1.3782566
982,1.236727
983,1.1797668
984,1.3692086
985,1.2039237
986,1.2977413
987,1.2039237
988,1.1728516
989,1.1890831
990,1.1703777
991,1.2159847
992,1.1906248
993,1.2147818
994,1.2147818
995,4.1845326
996,2.5076003
997,1.3113794
998,1.2421886
999,1.1686959
1000,1.1518096
1001,1.2291529
1002,1.1734403
1003,1.2651943
1004,1.254999
1005,1.2250209
1006,1.319617
1007,1.1510996
1008,1.1650887
1009,1.1734403
1010,1.2217106
1011,1.7501506
1012,1.1565048
1013,1.1392452
1014,1.2665094
1015,1.3868883
1016,1.2562813
1017,1.3800666
1018,1.1877462
1019,1.2765658
1020,1.1764045
1021,1.2074997
1022,1.3573135
1023,1.1432768
1024,1.2039237
1025,1.1808758
1026,11.089155
1027,1.2365884
1028,1.1485565
1029,1.2215343
1030,1.1671774
1031,1.2665094
1032,1.3024135
1033,1.2488662
1034,1.1733576
1035,1.2298473
1036,1.1635334
1037,1.1633054
1038,1.3437394
1039,1.2291529
1040,1.1671774
1041,1.508426
1042,1.508426
1043,1.2677535
1044,1.2511865
1045,1.3782566
1046,1.1880027
1047,1.3070076
1048,1.1741511
1049,1.3070076
1050,1.3070076
1051,1.3070076
1052,1.3070076
1053,1.3070076
1054,1.2608099
1055,1.1940085
1056,1.2846149
1057,1.1655389
1058,1.1648295
1059,1.2115644
1060,1.2144953
1061,2.565671
1062,1.458862
1063,3.2261617
1064,1.1270868
1065,2.0203252
1066,1.8007932
1067,1.1948738
1068,1.2425601
1069,1.2002345
1070,1.1831424
1071,1.235988
1072,1.1968312
1073,1.1850094
1074,1.1850094
1075,1.2417423
1076,1.25943
1077,1.25943
1078,1.1957113
1079,1.2180032
1080,1.2455095
1081,1.7573819
1082,1.2364283
1083,1.1794797
1084,1.2364283
1085,1.2107384
1086,1.2107384
1087,1.3322569
1088,1.3322569
1089,1.1844572
1090,1.25943
1091,1.2596178
1092,1.2018203
1093,1.25943
1094,1.3935164
1095,1.166861
1096,1.1394241
1097,1.2305799
1098,2.3094862
1099,1.1591421
1100,1.4443485
1101,1.2417423
1102,1.2417423
1103,1.2118804
1104,1.1660892
1105,1.2490207
1106,1.2278099
1107,4.06734
1108,1.1413882
1109,1.2388347
1110,1.1046075
1111,1.1682475
1112,1.2677535
1113,1.2384396
1114,1.1736708
1115,1.2291529
1116,1.1852318
1117,1.529371
1118,1.2211683
1119,1.2217106
1120,1.3304063
1121,2.322234
1122,1.2679785
1123,1.2650906
1124,1.2499788
1125,1.12465
1126,1.2813272
1127,1.236727
1128,1.1690614
1129,1.2602463
1130,1.4269328
1131,1.3144948
1132,1.1349663
1133,1.1785065
1134,1.2211683
1135,1.1785439
1136,1.2955459
1137,1.3437591
1138,1.1659065
1139,1.2397103
1140,1.2410276
1141,1.3667573
1142,1.2898632
1143,1.183426
1144,1.2304447
1145,1.2304447
1146,1.2584081
1147,1.2381659
1148,1.8320588
1149,1.2729248
1150,1.2755316
1151,1.2889155
1152,1.2032295
1153,1.2490207
1154,1.2118804
1155,1.1660892
1156,1.1680309
1157,1.6479176
1158,1.2106544
1159,1.1046075
1160,1.1046075
1161,1.2591693
1162,1.2051121
1163,1.227491
1164,1.227491
1165,1.1965599
1166,1.3070076
1167,1.3070076
1168,1.1648295
1169,1.3070076
1170,1.3070076
1171,1.2144953
1172,1.2144953
1173,1.2533163
1174,1.294059
1175,1.294059
1176,1.294059
1177,1.2319435
1178,1.1953828
1179,1.198482
1180,1.1736525
1181,1.1667656
1182,1.1667656
1183,1.1283153
1184,1.1563482
1185,1.1885777
1186,1.2144953
1187,1.2144953
1188,1.2627761
1189,1.2974983
1190,1.1636949
1191,1.3692086
1192,1.1974932
1193,1.1920286
1194,1.1703777
1195,1.2039237
1196,1.3658463
1197,1.2159847
1198,1.3658463
1199,1.1764045
1200,1.1764045
1201,1.2357584
1202,1.3658463
1203,1.1920286
1204,1.2213664
1205,1.0926876
1206,1.116442
1207,1.2082863
1208,1.2293149
1209,1.2583879
1210,1.1595083
1211,1.2169843
1212,1.2282315
1213,1.2596178
1214,1.2242346
1215,1.1944195
1216,1.2213664
1217,1.2018203
1218,1.2008647
1219,1.1904739
1220,1.227491
1221,1.227491
1222,1.227491
1223,1.227491
1224,1.2080207
1225,1.2234828
1226,1.227491
1227,1.3070076
1228,1.2144953
1229,1.2144953
1230,1.2448922
1231,1.3474519
1232,1.2144953
1233,1.5663236
1234,1.169483
1235,1.2144953
1236,1.2144953
1237,1.1953828
1238,1.3070076
1239,1.3070076
1240,1.2440443
1241,1.1835772
1242,1.2425601
1243,3.2626345
1244,3.2261617
1245,1.2368604
1246,1.2368604
1247,1.2368604
1248,1.2368604
1249,1.2387328
1250,1.2712789
1251,1.1968312
1252,1.2364398
1253,1.2242346
1254,1.2242346
1255,1.1682743
1256,1.1394241
1257,1.3646662
1258,1.3557307
1259,1.1579255
1260,1.141694
1261,1.2169843
1262,1.2169843
1263,1.1920286
1264,1.1603298
1265,1.2422252
1266,1.2712789
1267,1.0926876
1268,1.3655533
1269,1.1569158
1270,1.2591693
1271,1.2452654
1272,1.1046075
1273,1.2071263
1274,1.2522163
1275,1.1912645
1276,1.1912645
1277,1.2250793
1278,1.1794797
1279,1.2243146
1280,1.2062132
1281,1.1405625
1282,3.3404057
1283,0.95303
1284,1.2690352
1285,1.2212073
1286,1.4330648
1287,1.1379657
1288,1.151463
1289,1.2141179
1290,1.2141179
1291,1.1989377
1292,1.2458761
1293,1.1653707
1294,1.1982626
1295,1.1982626
1296,1.1946331
1297,1.2013055
1298,1.2607532
1299,1.2243146
1300,1.2243146
1301,1.3027531
1302,1.1831424
1303,1.1588145
1304,1.1588145
1305,1.094909
1306,1.2304466
1307,1.2757037
1308,1.1287258
1309,1.666932
1310,1.2256641
1311,1.1422629
1312,1.1938035
1313,1.1121145
1314,1.167914
1315,1.1754941
1316,1.2872236
1317,1.2230808
1318,3.298539
1319,1.1311902
1320,1.2582469
1321,1.2897666
1322,1.1987134
1323,1.2399976
1324,1.2230808
1325,1.2179557
1326,1.1141344
1327,1.1854665
1328,1.120508
1329,1.0663254
1330,1.1801077
1331,1.0638095
1332,1.1121145
1333,1.2145957
1334,1.2312164
1335,1.1627235
1336,1.0879369
1337,1.3638299
1338,1.2930266
1339,1.1832248
1340,1.1695281
1341,1.1695281
1342,0.97161967
1343,1.1477141
1344,1.3585469
1345,1.0358845
1346,1.1695281
1347,1.1853474
1348,1.2555215
1349,1.2365386
1350,1.1679038
1351,1.1848848
1352,1.1848848
1353,1.219184
1354,1.219184
1355,1.2827525
1356,1.2243448
1357,1.1902503
1358,1.0739818
1359,1.2872236
1360,1.179693
1361,1.179693
1362,1.1448668
1363,1.2582469
1364,1.1355773
1365,1.2015313
1366,1.2399976
1367,1.2399976
1368,1.1355773
1369,1.7213677
1370,1.1525373
1371,1.1404096
1372,1.1762393
1373,1.1762393
1374,1.1762393
1375,1.1762393
1376,1.1752903
1377,1.2034976
1378,1.141395
1379,1.2506448
1380,1.1762393
1381,1.1292992
1382,1.2357584
1383,1.1974932
1384,1.1974932
1385,1.1660299
1386,1.5853765
1387,1.2552332
1388,1.257029
1389,1.2463137
1390,1.1536366
1391,1.2095534
1392,1.2364283
1393,1.8235719
1394,1.2082863
1395,1.1912854
1396,1.2256359
1397,1.2118804
1398,1.2118804
1399,1.1660892
1400,1.2107438
1401,1.1046075
1402,1.2213664
1403,1.2018203
1404,1.2169843
1405,1.2596178
1406,1.180632
1407,1.0328636
1408,1.159879
1409,1.2262182
1410,1.2565935
1411,1.1904494
1412,1.5251818
1413,1.2447001
1414,1.185046
1415,1.185046
1416,1.1611859
1417,1.9252716
1418,1.1932158
1419,1.2211683
1420,1.1311902
1421,1.2079787
1422,1.1847367
1423,1.2111429
1424,1.227491
1425,1.2601111
1426,1.1965599
1427,1.1847367
1428,1.2319435
1429,1.3000828
1430,1.2863274
1431,1.2157123
1432,1.5663236
1433,1.2282507
1434,1.1648295
1435,1.169483
1436,1.2144953
1437,1.2360541
1438,1.2144953
1439,1.2144953
1440,1.2144953
1441,1.2144953
1442,1.169483
1443,1.2133465
1444,1.3070076
1445,1.2359548
1446,1.3070076
1447,1.3070076
1448,1.3070076
1449,1.3070076
1450,1.3474519
1451,1.2103555
1452,1.1046075
1453,1.2250793
1454,1.2250793
1455,1.173722
1456,1.3517978
1457,1.1046075
1458,1.1046075
1459,1.1046075
1460,1.2051121
1461,1.2981368
1462,1.2882261
1463,1.1459093
1464,1.1972778
1465,1.2417423
1466,1.3474519
1467,8.875951
1468,1.6016763
1469,1.1648365
1470,1.1653707
1471,1.1653707
1472,1.1982626
1473,1.156826
1474,1.1653707
1475,1.0854684
1476,1.1610159
1477,1.1610159
1478,1.32993
1479,1.1610159
1480,1.2625426
1481,1.2625426
1482,1.192974
1483,1.315966
1484,1.1551073
1485,1.1551073
1486,1.2625426
1487,2.162387
1488,1.1855067
1489,1.0884153
1490,1.1311902
1491,1.2098494
1492,1.0854684
1493,1.1165305
1494,1.1946331
1495,1.1946331
1496,1.194103
1497,1.0242954
1498,1.1087005
1499,1.2084669
1500,1.1411672
1501,1.094909
1502,3.2626345
1503,3.2261617
1504,1.2425601
1505,1.1571735
1506,1.1568005
1507,3.2626345
1508,1.2368604
1509,1.2368604
1510,1.2368604
1511,1.2368604
1512,1.2301309
1513,3.2626345
1514,3.2626345
1515,1.1541189
1516,1.2570183
1517,1.2425601
1518,1.2425601
1519,1.2425601
1520,3.2626345
1521,3.2626345
1522,1.1677659
1523,1.2079787
1524,1.1831424
1525,1.1892744
1526,1.1892744
1527,1.1588145
1528,1.1588145
1529,1.2002345
1530,1.2712789
1531,1.2720361
1532,1.1921207
1533,1.5088501
1534,1.5088501
1535,1.5088501
1536,1.1319113
1537,1.2033265
1538,1.2213664
1539,1.1825656
1540,1.1867206
1541,1.1867206
1542,1.2071314
1543,1.1673076
1544,1.3573135
1545,1.2346886
1546,1.2232271
1547,1.1584827
1548,1.2090816
1549,1.1774807
1550,1.2118804
1551,1.167165
1552,1.167165
1553,1.1660892
1554,1.1660892
1555,1.1857979
1556,1.6280019
1557,1.2118804
1558,1.8470503
1559,1.2078235
1560,1.2162178
1561,1.1545696
1562,1.1545696
1563,1.173722
1564,1.2215289
1565,1.1046075
1566,1.1046075
1567,1.1413882
1568,1.2118804
1569,1.1528931
1570,1.3168676
1571,1.2107384
1572,1.2293149
1573,1.3322569
1574,1.2096428
1575,1.3471653
1576,2.195243
1577,1.2577031
1578,1.2129905
1579,1.2131056
1580,1.4321743
1581,1.0900586
1582,1.2566203
1583,1.356832
1584,1.2589928
1585,1.1141344
1586,1.1141344
1587,1.1718851
1588,1.2338916
1589,1.1703777
1590,1.2391207
1591,1.2346886
1592,1.2074997
1593,1.1327987
1594,1.2365255
1595,1.1046075
1596,1.2924881
1597,1.2105638
1598,1.2219903
1599,1.2219903
1600,1.1885777
1601,1.2144953
1602,1.169483
1603,1.2282507
1604,1.2360541
1605,1.1837482
1606,1.2924881
1607,1.2924881
1608,1.3070076
1609,1.3070076
1610,1.3070076
1611,1.3070076
1612,1.3070076
1613,1.2201374
1614,1.3070076
1615,1.3070076
1616,1.2361282
1617,1.5149617
1618,1.2008647
1619,1.176892
1620,1.3431866
1621,1.1904739
1622,1.298336
1623,1.2678101
1624,1.2514844
1625,1.2924881
1626,1.1603544
1627,1.1653837
1628,1.1459093
1629,1.2519213
1630,1.2804954
1631,1.2413691
1632,1.2145022
1633,1.3614271
1634,1.2413691
1635,1.2033265
1636,1.2033265
1637,1.2033265
1638,1.2162178
1639,1.3477068
1640,1.3535774
1641,1.2924881
1642,1.2533163
1643,1.304118
1644,1.3000828
1645,1.3000828
1646,1.1736525
1647,1.2186649
1648,1.1681659
1649,1.1131496
1650,1.2924881
1651,1.0854684
1652,1.1411672
1653,1.1825489
1654,1.1618003
1655,3.298539
1656,1.1284996
1657,1.1987134
1658,1.2399976
1659,1.1853474
1660,1.1162705
1661,1.7530257
1662,1.22787
1663,1.22787
1664,1.192974
1665,1.192974
1666,1.1672021
1667,1.1672021
1668,1.2757037
1669,1.2256242
1670,1.1397035
1671,1.1775025
1672,1.1925739
1673,1.1656036
1674,1.1283436
1675,1.113571
1676,1.1704905
1677,1.1704905
1678,1.2198567
1679,1.1404096
1680,1.216986
1681,1.2117779
1682,1.1843636
1683,2.565671
